CSID,CaseMasterID,csdate,cstype,PolicePersonID
1458,1665,19-05-2022 05:34,A,1413
1459,1666,26-03-2024 04:29,A,977
1460,1667,04-12-2022 23:34,A,1101
1461,1668,12-10-2021 09:48,A,1081
1462,1669,06-12-2021 18:46,B,989
1463,1670,11-11-2024 01:08,A,743
1464,1671,03-06-2025 09:01,A,1201
1465,1672,23-02-2024 10:03,A,791
1466,1673,18-05-2024 07:50,B,1192
1467,1675,16-02-2025 21:42,A,713
1468,1677,06-08-2025 12:12,A,1665
1469,1678,12-12-2025 21:23,A,1340
1470,1679,22-05-2023 13:23,A,1175
1471,1681,26-10-2025 14:55,A,874
1472,1682,19-08-2023 23:56,A,1195
1473,1683,08-07-2024 05:51,A,1194
1474,1684,20-07-2024 13:08,A,865
1475,1685,14-09-2023 16:21,A,1411
1476,1686,14-06-2023 18:48,A,1002
1477,1688,02-11-2025 13:11,A,1152
1478,1689,26-07-2021 18:48,A,1628
1479,1690,07-07-2024 15:02,A,1121
1480,1691,15-04-2025 09:31,A,1500
1481,1692,16-12-2024 04:16,A,1138
1482,1693,06-01-2022 20:30,B,1390
1483,1694,03-03-2024 15:58,A,810
1484,1695,22-10-2024 00:07,A,891
1485,1697,26-01-2022 11:37,A,1031
1486,1698,06-05-2022 08:40,A,1051
1487,1699,20-08-2024 23:36,A,929
1488,1700,15-07-2024 05:37,A,1496
1489,1701,12-10-2023 11:10,B,693
1490,1702,23-01-2022 13:40,A,1498
1491,1703,10-01-2023 16:40,A,867
1492,1704,04-04-2021 03:38,A,1502
1493,1705,15-03-2021 10:55,A,834
1494,1706,22-08-2024 21:44,C,1106
1495,1707,27-03-2025 18:22,A,900
1496,1708,13-07-2026 00:00,B,751
1497,1709,29-07-2023 04:32,C,1105
1498,1711,20-11-2022 17:39,C,744
1499,1712,30-01-2026 17:44,B,1581
1500,1713,12-05-2022 02:07,A,758
1501,1715,03-08-2024 11:08,A,740
1502,1716,15-07-2026 00:00,A,862
1503,1717,21-02-2024 07:08,A,1203
1504,1718,10-05-2021 07:19,A,900
1505,1719,06-12-2024 03:04,A,1616
1506,1720,30-06-2024 13:02,C,878
1507,1721,11-06-2021 01:30,A,1358
1508,1723,09-06-2022 01:04,A,1068
1509,1724,18-11-2024 19:13,A,808
1510,1726,28-09-2025 05:42,A,750
1511,1727,04-10-2024 23:17,A,871
1512,1728,15-04-2023 19:15,A,764
1513,1730,13-12-2025 03:52,A,1428
1514,1731,19-05-2025 09:10,A,1004
1515,1734,17-07-2026 00:00,A,906
1516,1735,15-05-2024 15:23,A,1066
1517,1736,06-10-2024 11:24,A,1140
1518,1737,18-11-2021 07:26,A,1351
1519,1738,09-09-2025 16:08,A,962
1520,1739,01-10-2022 22:18,A,849
1521,1740,03-06-2021 12:18,A,962
1522,1741,16-08-2024 09:43,A,785
1523,1742,12-10-2021 13:12,A,986
1524,1743,20-03-2025 15:43,A,871
1525,1744,15-08-2025 03:25,A,1141
1526,1745,28-09-2025 21:05,A,1065
1527,1746,12-04-2023 03:47,A,801
1528,1748,18-04-2024 06:21,A,856
1529,1749,08-01-2024 13:46,A,1116
1530,1750,21-02-2026 22:49,A,917
1531,1751,28-03-2021 12:22,A,1180
1532,1752,18-11-2022 12:31,C,1091
1533,1753,13-12-2024 08:31,A,719
1534,1754,23-01-2025 04:01,A,1135
1535,1755,04-04-2022 00:11,A,1107
1536,1757,18-03-2025 10:09,A,994
1537,1758,16-01-2025 16:49,A,773
1538,1759,16-03-2023 06:18,A,995
1539,1760,19-12-2024 17:34,C,1072
1540,1762,13-02-2026 01:27,B,956
1541,1764,28-08-2021 14:02,A,1358
1542,1765,08-06-2026 21:55,A,1457
1543,1766,21-08-2024 09:45,A,1293
1544,1767,12-12-2021 03:36,A,1071
1545,1768,14-07-2026 15:35,C,685
1546,1769,12-11-2024 12:16,A,773
1547,1770,01-09-2025 09:20,A,794
1548,1771,25-05-2025 04:53,A,857
1549,1772,06-04-2026 23:37,A,683
1550,1773,27-08-2021 13:22,A,969
1551,1774,14-10-2024 01:42,A,759
1552,1776,01-12-2024 22:04,A,870
1553,1777,09-10-2024 05:01,A,753
1554,1778,02-06-2026 18:32,A,751
1555,1779,13-03-2025 22:30,C,1453
1556,1780,26-02-2022 18:06,A,950
1557,1781,14-11-2023 21:13,A,925
1558,1782,01-11-2023 05:39,A,1469
1559,1783,12-12-2024 13:12,A,1414
1560,1784,07-05-2022 17:13,A,1087
1561,1785,22-03-2022 09:36,A,961
1562,1786,07-11-2025 22:54,A,1153
1563,1788,26-12-2025 10:17,A,1172
1564,1789,08-10-2023 11:50,A,725
1565,1790,17-01-2024 09:32,A,1702
1566,1791,13-10-2025 12:16,A,1004
1567,1792,20-07-2026 00:00,A,1300
1568,1793,07-06-2025 06:42,A,971
1569,1794,18-01-2025 20:34,A,1112
1570,1795,22-10-2022 06:23,C,1381
1571,1797,12-03-2021 04:47,A,1121
1572,1798,21-10-2024 02:40,A,878
1573,1799,30-10-2022 08:52,A,1106
1574,1800,06-10-2023 12:15,B,1145
1575,1801,03-12-2025 00:15,A,1662
1576,1802,20-07-2026 00:00,A,999
1577,1803,22-06-2025 04:01,A,1179
1578,1804,30-01-2026 20:54,A,1328
1579,1805,24-09-2024 15:50,A,1230
1580,1806,16-07-2026 00:00,A,1118
1581,1807,22-12-2025 21:56,A,861
1582,1808,06-08-2025 23:53,A,1173
1583,1809,08-10-2024 03:33,A,860
1584,1810,07-12-2023 16:16,A,858
1585,1811,28-04-2024 10:21,A,978
1586,1812,21-07-2025 23:15,A,983
1587,1814,06-11-2025 08:28,A,904
1588,1815,13-11-2023 18:03,A,1470
1589,1816,07-01-2023 17:27,A,789
1590,1818,26-06-2022 08:56,A,930
1591,1820,23-06-2026 00:41,A,1056
1592,1821,20-09-2023 21:51,A,724
1593,1822,15-09-2025 17:24,A,1000
1594,1823,13-10-2025 22:23,A,899
1595,1825,23-06-2023 00:58,A,762
1596,1826,04-07-2024 08:19,A,725
1597,1827,21-05-2023 05:58,A,1003
1598,1828,25-01-2024 20:26,A,1411
1599,1829,16-01-2023 15:30,A,840
1600,1831,05-09-2023 10:45,C,904
1601,1832,18-11-2025 22:16,A,883
1602,1834,16-05-2023 13:38,A,1004
1603,1835,07-09-2025 01:41,A,695
1604,1836,08-07-2024 20:08,C,766
1605,1837,03-12-2021 02:07,A,998
1606,1839,03-11-2021 22:49,A,1105
1607,1840,27-10-2021 10:28,A,1408
1608,1841,11-01-2026 04:16,A,868
1609,1842,02-02-2026 06:05,A,1078
1610,1843,16-11-2021 12:56,A,932
1611,1844,30-10-2025 00:59,A,933
1612,1845,09-03-2025 20:14,A,800
1613,1846,25-06-2025 05:03,A,881
1614,1847,05-05-2023 19:16,B,1296
1615,1848,14-05-2025 03:00,A,840
1616,1849,18-02-2026 14:52,A,860
1617,1850,03-08-2021 08:18,A,962
1618,1851,26-09-2025 13:54,A,769
1619,1852,23-08-2022 21:12,A,961
1620,1853,15-03-2025 04:01,A,1121
1621,1854,25-10-2023 07:23,A,1116
1622,1855,09-08-2021 15:08,A,729
1623,1856,31-05-2022 12:45,A,689
1624,1857,24-06-2021 08:04,A,861
1625,1858,20-02-2026 15:58,A,1077
1626,1859,21-05-2021 21:51,A,692
1627,1860,01-12-2025 16:39,A,835
1628,1861,29-12-2024 12:42,C,857
1629,1862,01-09-2025 05:16,A,889
1630,1863,15-05-2025 10:56,A,1063
1631,1865,10-06-2025 04:16,A,1295
1632,1866,02-02-2023 04:31,A,925
1633,1867,05-07-2024 08:39,A,845
1634,1868,16-12-2025 13:57,C,862
1635,1869,07-08-2022 04:35,C,1317
1636,1870,30-01-2025 01:14,A,930
1637,1871,13-07-2026 00:00,B,864
1638,1872,30-03-2026 15:02,A,719
1639,1873,14-07-2025 15:07,A,1344
1640,1874,02-06-2025 02:13,A,1028
1641,1875,13-02-2025 08:36,A,798
1642,1876,09-12-2021 00:33,A,1176
1643,1877,08-03-2026 15:43,A,794
1644,1878,13-01-2023 00:18,A,725
1645,1879,26-10-2021 10:09,A,1144
1646,1880,25-09-2023 22:42,A,1163
1647,1881,24-03-2026 00:21,A,898
1648,1882,13-04-2025 14:20,A,726
1649,1883,29-05-2022 10:51,A,972
1650,1884,09-07-2021 17:38,A,1123
1651,1885,03-04-2023 12:05,C,799
1652,1886,16-09-2023 05:24,C,793
1653,1888,16-12-2022 03:19,A,1201
1654,1889,16-10-2025 23:51,A,697
1655,1890,20-02-2024 03:53,A,969
1656,1891,19-03-2026 15:28,C,893
1657,1892,17-10-2021 13:51,C,903
1658,1893,11-06-2022 13:40,A,1162
1659,1894,09-09-2024 21:14,B,1105
1660,1895,08-10-2025 16:40,C,963
1661,1896,14-01-2022 15:19,A,695
1662,1898,18-11-2025 21:57,A,1138
1663,1899,09-05-2023 01:35,A,830
1664,1900,01-07-2026 16:06,A,906
1665,1901,19-05-2021 18:52,A,770
1666,1902,16-11-2021 18:05,A,992
1667,1903,06-01-2026 05:53,A,858
1668,1904,08-05-2023 22:19,A,994
1669,1905,25-04-2025 14:48,A,839
1670,1906,01-03-2023 05:13,A,930
1671,1907,11-11-2024 19:16,C,899
1672,1908,18-03-2022 00:10,A,1071
1673,1909,07-09-2024 12:55,A,885
1674,1910,20-09-2024 19:52,A,865
1675,1911,30-11-2022 21:44,A,970
1676,1912,23-09-2021 06:07,A,1113
1677,1913,09-04-2022 06:54,A,1104
1678,1914,07-03-2025 13:53,C,922
1679,1915,03-04-2026 09:49,A,989
1680,1916,11-10-2025 04:47,A,954
1681,1917,26-10-2025 15:30,A,778
1682,1919,28-03-2022 18:53,A,739
1683,1920,21-12-2022 03:40,A,1586
1684,1921,13-08-2023 15:47,A,859
1685,1922,04-11-2024 15:25,C,1180
1686,1923,10-08-2022 23:39,A,1595
1687,1924,07-06-2023 18:20,A,916
1688,1925,01-04-2025 20:26,C,1381
1689,1926,19-05-2026 14:44,B,1078
1690,1928,12-07-2025 23:12,A,921
1691,1929,02-12-2021 07:32,A,736
1692,1930,13-07-2026 00:00,A,1296
1693,1931,04-05-2022 23:45,A,835
1694,1932,08-07-2026 23:23,A,1180
1695,1933,04-10-2025 05:39,A,832
1696,1934,24-09-2023 04:11,B,901
1697,1935,02-10-2024 15:06,A,995
1698,1936,29-12-2024 17:03,A,1181
1699,1937,10-02-2023 08:22,A,1119
1700,1938,08-01-2023 02:21,A,1062
1701,1939,30-05-2023 07:07,A,963
1702,1940,19-11-2024 11:49,A,794
1703,1941,24-01-2025 17:17,A,1173
1704,1942,28-04-2021 03:45,A,898
1705,1943,13-04-2026 14:51,B,827
1706,1945,13-10-2023 19:39,A,1135
1707,1948,17-03-2022 01:32,A,1118
1708,1949,03-04-2025 11:10,A,1068
1709,1951,10-04-2026 16:31,C,886
1710,1952,17-07-2026 00:00,A,1132
1711,1953,25-04-2026 00:15,A,864
1712,1954,28-07-2023 11:45,A,1207
1713,1955,03-03-2024 21:15,A,856
1714,1956,04-02-2021 04:51,A,772
1715,1957,04-04-2023 13:57,C,989
1716,1958,23-10-2023 00:28,A,843
1717,1959,29-03-2023 22:51,C,1047
1718,1960,17-09-2022 05:27,A,1144
1719,1961,19-10-2024 01:42,A,930
1720,1964,17-08-2024 22:51,B,976
1721,1965,24-11-2023 21:44,A,1382
1722,1967,22-10-2023 11:00,A,959
1723,1968,13-11-2021 19:58,A,787
1724,1970,07-04-2025 17:39,A,1349
1725,1971,16-02-2024 20:25,A,901
1726,1972,17-02-2022 12:46,A,1538
1727,1973,02-10-2022 17:18,A,975
1728,1974,14-07-2023 20:10,A,1287
1729,1975,16-07-2026 00:00,A,1296
1730,1976,06-10-2022 09:46,B,904
1731,1977,04-10-2023 11:16,A,865
1732,1978,14-01-2026 01:48,A,1154
1733,1979,17-11-2022 00:29,A,1251
1734,1980,15-10-2021 23:37,A,917
1735,1981,12-11-2024 19:14,A,892
1736,1982,04-03-2022 21:50,A,993
1737,1983,10-07-2024 10:33,A,727
1738,1985,14-07-2025 11:29,C,888
1739,1986,18-04-2025 02:03,A,1427
1740,1987,12-06-2023 15:13,A,858
1741,1988,15-05-2021 17:33,A,707
1742,1989,25-12-2022 18:31,A,1062
1743,1990,10-04-2026 23:26,C,966
1744,1991,27-02-2026 04:31,C,854
1745,1992,10-04-2023 03:44,A,862
1746,1993,23-09-2022 01:47,C,1412
1747,1994,13-10-2021 19:54,A,1613
1748,1995,09-03-2025 11:36,A,1523
1749,1996,21-03-2024 03:23,A,879
1750,1997,08-05-2023 04:09,A,922
1751,1998,28-08-2024 09:56,A,803
1752,2001,14-02-2024 03:35,A,788
1753,2002,12-10-2025 01:26,A,827
1754,2003,12-08-2024 12:30,A,917
1755,2005,07-12-2024 04:32,C,1154
1756,2006,31-08-2023 23:20,A,1135
1757,2007,14-04-2023 21:39,A,1622
1758,2008,07-11-2025 01:42,A,763
1759,2009,20-03-2021 20:05,C,868
1760,2010,09-10-2022 22:19,C,1254
1761,2012,03-03-2025 20:35,A,986
1762,2013,13-07-2021 01:36,A,791
1763,2018,22-12-2023 16:57,A,855
1764,2019,29-10-2025 00:17,A,975
1765,2020,10-12-2024 22:53,B,1253
1766,2021,29-12-2021 18:02,A,873
1767,2023,19-11-2025 00:21,A,1107
1768,2024,02-05-2022 12:16,B,855
1769,2025,18-05-2026 03:34,A,695
1770,2026,21-05-2023 04:19,A,1099
1771,2028,05-08-2023 01:39,A,1179
1772,2029,05-07-2023 03:20,B,889
1773,2031,13-05-2023 10:16,A,1470
1774,2032,09-08-2023 07:48,C,896
1775,2034,30-06-2025 15:32,A,978
1776,2035,22-04-2021 17:26,A,713
1777,2036,01-12-2024 13:40,A,1441
1778,2037,14-01-2026 18:43,C,842
1779,2038,17-11-2022 17:41,A,987
1780,2039,30-01-2022 20:32,A,937
1781,2040,18-01-2025 04:23,A,874
1782,2041,24-12-2021 13:58,A,1152
1783,2042,12-04-2023 00:52,A,854
1784,2043,23-04-2023 05:00,A,724
1785,2044,14-02-2026 15:17,B,933
1786,2045,31-07-2025 20:13,A,1165
1787,2047,05-07-2024 09:02,A,852
1788,2048,14-11-2021 12:44,C,956
1789,2050,04-09-2023 23:35,A,1087
1790,2051,26-12-2022 10:56,A,816
1791,2052,06-11-2023 22:28,A,853
1792,2053,14-06-2023 14:38,A,729
1793,2054,20-07-2026 00:00,A,721
1794,2055,05-08-2021 00:43,C,1146
1795,2056,30-05-2026 12:34,A,1496
1796,2057,01-02-2022 20:41,A,1025
1797,2059,02-05-2025 14:43,A,757
1798,2061,24-02-2022 12:52,A,765
1799,2062,06-02-2022 22:00,A,986
1800,2063,20-07-2022 06:28,A,756
1801,2064,14-12-2021 22:22,A,958
1802,2066,28-03-2026 19:40,A,1448
1803,2067,03-10-2025 11:02,A,1045
1804,2068,12-10-2022 22:45,A,975
1805,2069,28-02-2026 20:25,A,812
1806,2070,08-01-2026 17:12,A,897
1807,2072,23-04-2024 21:43,A,1102
1808,2073,16-12-2022 02:08,A,1121
1809,2074,10-11-2022 07:56,C,1176
1810,2075,18-04-2025 00:44,A,1082
1811,2076,30-04-2024 08:43,A,837
1812,2077,09-04-2022 21:41,A,841
1813,2078,17-04-2022 10:27,A,1274
1814,2079,07-11-2025 11:33,A,1113
1815,2080,18-12-2021 07:03,A,902
1816,2081,28-01-2025 12:12,A,846
1817,2082,30-11-2024 18:51,A,1104
1818,2084,29-08-2025 02:58,C,878
1819,2085,13-01-2026 10:19,A,734
1820,2086,11-12-2022 00:37,A,1042
1821,2087,07-03-2023 08:15,A,929
1822,2088,16-02-2025 10:33,A,1075
1823,2089,02-10-2025 19:39,A,752
1824,2090,19-01-2026 02:03,B,887
1825,2091,22-04-2024 22:04,A,862
1826,2092,17-01-2022 19:40,A,1207
1827,2094,01-12-2023 21:03,A,1142
1828,2096,28-04-2024 12:25,A,861
1829,2097,08-05-2021 21:39,C,955
1830,2098,14-02-2025 14:50,C,793
1831,2099,23-02-2024 21:50,A,986
1832,2100,30-11-2023 10:37,A,1425
1833,2101,27-01-2022 18:50,A,1017
1834,2102,06-03-2024 04:40,C,1185
1835,2103,07-06-2024 14:11,A,1053
1836,2104,02-01-2022 01:03,A,957
1837,2105,20-05-2025 11:19,A,952
1838,2106,15-10-2021 04:09,A,1253
1839,2107,01-07-2021 00:33,A,1332
1840,2108,10-11-2021 04:03,A,901
1841,2109,16-12-2024 13:22,A,1412
1842,2111,15-05-2022 20:58,A,1017
1843,2112,22-08-2025 22:44,C,1689
1844,2114,14-03-2025 10:54,A,775
1845,2115,24-04-2021 10:10,A,767
1846,2116,27-03-2024 01:31,A,930
1847,2117,02-01-2025 14:39,C,696
1848,2118,09-07-2021 23:49,A,1149
1849,2119,07-12-2022 00:23,C,955
1850,2120,04-10-2021 00:35,A,1411
1851,2121,15-04-2024 11:02,C,898
1852,2122,14-06-2023 09:11,A,802
1853,2123,03-03-2024 17:15,A,1146
1854,2124,03-06-2024 05:53,A,982
1855,2125,26-07-2022 12:41,A,821
1856,2126,02-02-2025 06:19,A,854
1857,2128,04-02-2023 16:51,A,990
1858,2130,20-12-2025 22:04,A,899
1859,2131,27-03-2024 06:34,A,789
1860,2132,08-05-2022 10:38,C,881
1861,2133,14-11-2025 19:37,A,1137
1862,2134,26-03-2022 09:50,C,1158
1863,2135,21-04-2024 04:54,C,798
1864,2137,30-04-2025 15:13,C,810
1865,2138,10-12-2024 02:10,C,1040
1866,2139,24-11-2025 20:48,A,1176
1867,2140,01-02-2023 22:23,A,895
1868,2143,11-03-2024 22:31,B,962
1869,2145,20-12-2022 18:41,A,855
1870,2147,28-01-2023 06:28,C,1337
1871,2148,08-12-2024 18:10,C,1122
1872,2149,19-07-2026 00:00,A,1532
1873,2150,10-11-2022 14:32,A,1179
1874,2151,11-07-2025 14:27,A,1078
1875,2152,20-07-2025 00:11,A,971
1876,2153,02-02-2026 20:04,A,903
1877,2154,25-03-2023 17:41,A,746
1878,2155,25-02-2023 07:06,A,1145
1879,2156,15-07-2026 00:00,A,1148
1880,2157,03-05-2026 21:54,A,1592
1881,2158,20-11-2024 22:47,C,853
1882,2159,20-04-2026 09:52,A,750
1883,2160,31-03-2022 12:25,A,907
1884,2161,03-06-2023 04:55,A,914
1885,2162,17-02-2026 23:47,A,999
1886,2163,10-03-2026 14:46,C,785
1887,2164,29-07-2021 02:20,B,1249
1888,2165,28-01-2022 14:28,A,1080
1889,2166,30-01-2026 18:55,A,1173
1890,2167,24-09-2024 23:00,C,773
1891,2168,21-05-2021 13:27,A,1140
1892,2169,08-12-2021 22:34,A,1392
1893,2171,21-08-2025 04:09,A,1061
1894,2172,24-11-2025 19:58,A,865
1895,2173,12-12-2021 12:04,A,1394
1896,2174,04-05-2023 15:06,A,706
1897,2175,17-02-2024 02:10,C,800
1898,2176,06-04-2023 05:02,C,1253
1899,2177,11-02-2026 02:58,C,1002
1900,2178,08-05-2022 02:29,A,934
1901,2180,27-06-2022 00:10,A,960
1902,2181,04-01-2024 03:08,A,1142
1903,2182,16-07-2026 23:04,C,881
1904,2183,02-07-2024 06:19,A,1123
1905,2184,14-12-2024 21:30,A,703
1906,2185,24-07-2021 16:45,A,873
1907,2186,02-11-2023 00:09,A,1623
1908,2187,03-10-2022 16:21,A,1165
1909,2188,12-03-2026 14:29,B,811
1910,2190,16-11-2021 14:22,A,1657
1911,2192,11-07-2026 00:00,A,957
1912,2193,01-12-2024 13:29,A,1062
1913,2194,09-11-2024 05:44,A,1102
1914,2195,21-03-2024 05:17,A,1179
1915,2196,05-11-2023 02:44,C,1027
1916,2197,17-07-2025 03:23,A,1006
1917,2198,24-07-2025 16:49,A,1139
1918,2200,17-09-2025 01:29,A,955
1919,2201,07-02-2026 22:43,A,932
1920,2203,10-12-2022 12:02,A,1172
1921,2205,01-05-2025 22:58,A,856
1922,2206,05-01-2025 02:05,A,942
1923,2207,09-01-2025 22:28,C,900
1924,2208,18-12-2021 00:38,A,1065
1925,2209,01-10-2022 03:34,A,689
1926,2210,21-05-2026 08:09,A,1021
1927,2211,20-07-2026 00:00,B,798
1928,2212,12-08-2024 16:41,A,1154
1929,2214,12-02-2024 03:24,A,1138
1930,2215,01-02-2024 12:49,A,1147
1931,2216,05-05-2022 11:58,A,1391
1932,2217,26-12-2025 00:21,C,1661
1933,2218,12-07-2023 02:14,A,1168
1934,2219,02-05-2023 05:02,C,1030
1935,2220,22-06-2022 10:20,A,1624
1936,2221,26-05-2021 12:27,A,1145
1937,2222,13-05-2023 03:22,A,1139
1938,2223,25-08-2023 12:13,B,915
1939,2224,19-11-2022 21:52,B,1160
1940,2225,01-04-2025 06:26,A,891
1941,2226,12-07-2026 00:00,B,1108
1942,2227,15-07-2023 20:44,C,1123
1943,2228,04-02-2026 22:08,A,1585
1944,2229,31-08-2022 21:30,A,1104
1945,2231,18-05-2025 19:58,A,1180
1946,2232,29-07-2024 18:45,C,778
1947,2233,03-12-2025 19:48,A,1065
1948,2235,26-01-2024 19:05,A,841
1949,2236,27-05-2026 15:18,A,958
1950,2237,05-02-2024 23:38,A,690
1951,2238,31-12-2022 10:08,A,988
1952,2239,23-01-2024 13:41,A,976
1953,2240,16-04-2023 07:54,A,860
1954,2243,14-07-2026 21:15,A,975
1955,2244,14-12-2021 12:33,A,1149
1956,2245,20-05-2021 15:04,A,1017
1957,2246,19-07-2026 00:00,A,1418
1958,2247,23-09-2024 06:15,A,906
1959,2249,21-11-2024 23:12,A,987
1960,2250,31-03-2025 19:15,A,959
1961,2251,26-10-2021 08:55,A,858
1962,2252,16-06-2021 11:25,A,772
1963,2253,28-05-2023 23:27,A,791
1964,2254,29-02-2024 15:01,A,689
1965,2255,03-03-2022 09:38,A,916
1966,2256,04-07-2023 23:11,A,982
1967,2257,12-11-2025 17:38,A,926
1968,2258,24-09-2021 04:45,A,932
1969,2259,16-07-2025 16:46,A,796
1970,2260,10-12-2022 13:25,A,840
1971,2261,16-10-2021 18:04,A,904
1972,2262,29-03-2023 03:24,A,990
1973,2263,21-02-2025 23:22,A,990
1974,2264,18-09-2025 20:44,A,792
1975,2265,07-10-2024 23:15,A,890
1976,2266,20-09-2023 11:40,A,1055
1977,2267,03-12-2024 08:38,B,1151
1978,2268,06-08-2025 04:16,A,823
1979,2269,24-11-2022 00:07,A,986
1980,2270,10-08-2025 12:25,A,790
1981,2271,19-02-2023 13:16,A,860
1982,2272,25-11-2025 17:42,A,1331
1983,2273,15-06-2025 23:55,A,997
1984,2274,20-01-2024 18:49,A,796
1985,2275,16-11-2025 23:25,A,1192
1986,2276,27-07-2022 15:00,A,725
1987,2277,24-09-2021 22:26,C,883
1988,2278,01-05-2026 05:23,C,998
1989,2281,11-05-2024 06:31,A,889
1990,2282,17-06-2026 06:11,A,781
1991,2283,21-07-2024 06:16,C,904
1992,2285,19-09-2025 19:06,A,1049
1993,2286,01-05-2024 02:21,A,898
1994,2287,27-05-2026 15:31,A,897
1995,2288,01-08-2023 00:42,A,927
1996,2291,06-03-2026 01:06,A,856
1997,2292,29-12-2023 08:59,A,1180
1998,2293,09-02-2025 10:38,A,1325
1999,2295,08-03-2026 10:52,A,802
2000,2296,01-06-2022 21:25,B,762
2001,2297,02-03-2025 03:00,C,1470
2002,2300,12-12-2025 12:46,A,1653
2003,2301,16-09-2022 16:17,A,1044
2004,2302,09-01-2025 15:32,C,961
2005,2303,24-09-2021 00:40,B,1232
2006,2304,17-06-2024 01:51,A,1282
2007,2305,27-03-2024 23:39,A,713
2008,2307,08-02-2026 15:42,C,779
2009,2308,14-03-2026 04:55,A,1196
2010,2309,28-01-2026 22:32,A,898
2011,2310,31-03-2023 21:35,A,1003
2012,2312,15-01-2023 14:07,A,1175
2013,2313,24-04-2026 21:44,C,713
2014,2314,06-09-2024 22:01,A,1026
2015,2315,02-08-2023 08:14,C,1009
2016,2316,02-01-2022 21:07,A,900
2017,2317,01-03-2025 22:21,A,967
2018,2318,31-12-2023 19:04,A,1657
2019,2319,08-09-2022 23:24,A,860
2020,2320,28-12-2025 17:54,A,789
2021,2321,11-07-2021 02:07,A,888
2022,2322,26-05-2021 18:59,A,1701
2023,2323,26-09-2024 10:24,A,972
2024,2324,18-12-2023 18:34,A,1059
2025,2327,09-08-2024 11:51,A,1058
2026,2328,10-01-2022 19:37,A,1017
2027,2329,07-11-2021 10:09,A,902
2028,2331,02-07-2026 15:43,A,905
2029,2332,29-06-2025 22:02,B,853
2030,2333,28-06-2023 22:07,C,1498
2031,2334,25-12-2024 06:31,A,879
2032,2335,02-02-2025 12:03,A,1703
2033,2336,25-06-2024 07:44,A,1235
2034,2338,28-01-2025 05:54,A,1354
2035,2339,14-08-2021 09:52,A,974
2036,2341,26-06-2025 21:30,B,834
2037,2342,21-12-2025 12:04,A,1108
2038,2343,28-05-2026 22:54,A,828
2039,2345,08-02-2025 04:20,A,1108
2040,2346,12-06-2026 09:29,A,1136
2041,2347,20-06-2022 14:44,C,1175
2042,2348,20-02-2023 23:12,A,724
2043,2349,31-07-2024 18:06,A,1058
2044,2351,26-10-2024 05:59,A,996
2045,2353,13-07-2025 15:11,A,1005
2046,2354,20-12-2025 13:09,A,699
2047,2355,24-12-2023 03:15,A,1162
2048,2357,10-04-2026 20:47,A,1089
2049,2358,04-01-2023 21:42,A,876
2050,2361,09-01-2024 08:40,A,1124
2051,2362,23-03-2023 03:07,A,842
2052,2363,30-01-2024 07:01,A,827
2053,2364,18-10-2024 23:06,A,726
2054,2367,23-09-2022 09:36,A,685
2055,2368,30-10-2021 02:45,A,837
2056,2369,06-08-2022 17:52,A,793
2057,2370,15-02-2023 18:34,A,956
2058,2371,15-12-2025 03:11,A,1165
2059,2372,14-01-2024 00:35,A,932
2060,2373,12-01-2026 06:41,A,1146
2061,2374,22-07-2024 08:54,A,745
2062,2375,27-01-2022 17:10,A,826
2063,2376,23-03-2026 21:00,C,715
2064,2378,15-09-2022 09:42,A,883
2065,2379,17-12-2021 18:31,B,977
2066,2381,24-12-2022 17:32,A,1169
2067,2382,21-01-2026 21:52,A,1328
2068,2385,02-02-2023 06:08,A,907
2069,2386,29-08-2024 18:22,A,1076
2070,2387,03-11-2025 08:16,A,1201
2071,2389,02-11-2022 05:25,A,1326
2072,2390,31-08-2025 22:09,A,1142
2073,2391,14-08-2021 20:46,A,870
2074,2392,11-06-2021 11:36,A,1166
2075,2393,15-01-2022 16:38,A,974
2076,2394,26-08-2022 13:24,A,1690
2077,2395,28-02-2026 07:04,C,1476
2078,2396,21-06-2025 02:21,A,1680
2079,2397,10-12-2022 10:49,A,1200
2080,2398,27-12-2022 03:24,A,1178
2081,2399,18-08-2025 03:50,A,1237
2082,2400,24-09-2022 15:06,A,969
2083,2401,07-07-2025 09:35,B,1045
2084,2402,12-09-2025 12:11,A,1029
2085,2403,29-11-2023 21:50,A,1176
2086,2404,10-04-2022 18:08,A,959
2087,2405,29-05-2023 22:09,B,1445
2088,2406,12-11-2022 12:36,A,959
2089,2407,02-04-2023 20:23,C,967
2090,2408,11-10-2025 14:22,A,854
2091,2409,24-01-2023 08:27,A,1004
2092,2410,21-10-2025 09:40,A,929
2093,2411,07-10-2025 13:49,C,903
2094,2412,17-05-2021 07:05,A,1173
2095,2413,21-02-2026 02:47,A,1000
2096,2414,27-03-2023 13:43,B,1004
2097,2415,12-05-2025 04:30,A,1180
2098,2416,08-06-2026 22:07,A,989
2099,2417,28-06-2025 23:00,A,904
2100,2418,20-02-2024 23:22,A,869
2101,2419,15-02-2025 16:43,A,1047
2102,2420,12-07-2026 00:00,C,890
2103,2421,22-04-2025 11:53,C,889
2104,2422,23-10-2021 12:10,A,1106
2105,2423,16-01-2026 10:58,C,1154
2106,2424,24-11-2024 03:18,A,891
2107,2425,18-03-2024 08:13,A,733
2108,2426,01-02-2022 09:59,A,933
