ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
3606,3247,1,2021-09-14 00:00:00,16,15,147,1280,59,4987,0,0
3607,3247,2,2021-09-06 00:00:00,16,15,147,1284,58,4988,1,0
3608,3248,2,2024-06-15 00:00:00,16,3,102,934,12,4989,1,0
3609,3249,1,2024-10-07 00:00:00,16,11,95,885,44,4991,1,0
3610,3250,1,2024-07-31 18:54:16,16,11,96,888,41,4992,1,0
3611,3251,1,2022-07-30 00:00:00,16,26,129,1147,98,4993,1,0
3612,3252,2,2024-05-06 00:00:00,16,25,144,1259,94,4994,1,0
3613,3252,1,2024-05-06 00:00:00,16,25,144,1258,96,4996,1,0
3614,3252,1,2024-05-06 00:00:00,16,19,99,921,96,4999,1,0
3615,3252,1,2024-05-06 00:00:00,16,25,144,1257,96,5000,1,0
3616,3254,1,2024-03-29 00:00:00,16,22,88,822,83,5001,1,0
3617,3254,1,2024-03-29 00:00:00,16,22,88,827,83,5002,1,0
3618,3255,1,2025-04-08 00:00:00,16,5,73,691,20,5003,1,0
3619,3256,1,2024-05-13 00:00:00,16,5,79,753,20,5004,1,0
3620,3257,1,2021-02-14 00:00:00,16,11,95,885,41,5005,1,0
3621,3257,1,2021-02-14 00:00:00,16,11,95,878,41,5006,1,0
3622,3259,1,2022-10-13 00:00:00,16,2,134,1183,4,5007,1,0
3623,3262,2,2026-05-31 00:00:00,16,3,109,993,11,5010,1,0
3624,3263,1,2025-11-14 00:00:00,16,23,127,1132,41,5011,1,0
3625,3264,1,2022-08-21 00:00:00,16,13,12,129,40,5012,1,0
3626,3265,1,2024-06-22 00:00:00,16,5,84,793,23,5013,1,0
3627,3267,1,2021-10-16 00:00:00,16,11,101,929,42,5014,1,0
3628,3267,1,2021-10-12 00:00:00,16,13,148,1287,42,5015,1,0
3629,3268,1,2022-01-29 00:00:00,16,22,93,865,83,5016,1,0
3630,3269,1,2022-02-18 00:00:00,16,17,113,1024,64,5018,1,0
3631,3270,1,2026-03-16 00:00:00,16,5,82,783,21,5019,1,0
3632,3272,1,2025-11-12 09:45:09,16,26,132,1173,97,5021,1,0
3633,3273,1,2024-03-18 00:00:00,16,3,108,988,12,5022,1,0
3634,3273,1,2024-03-18 00:00:00,16,3,108,991,12,5023,1,0
3635,3273,2,2024-03-18 00:00:00,16,24,84,793,12,5024,1,0
3636,3273,1,2024-03-18 00:00:00,16,3,108,986,12,5025,0,0
3637,3273,2,2024-03-18 00:00:00,16,3,108,987,12,5026,1,0
3638,3273,1,2024-03-18 00:00:00,16,3,108,990,12,5028,0,0
3639,3275,1,2026-01-17 00:00:00,16,27,137,1207,66,5030,1,0
3640,3276,1,2023-12-29 00:00:00,16,13,119,1066,52,5031,1,0
3641,3276,1,2023-12-29 00:00:00,16,13,119,1067,49,5032,1,0
3642,3276,2,2023-12-29 00:00:00,16,13,119,1068,49,5033,1,0
3643,3277,1,2022-07-28 00:00:00,16,2,137,1207,5,5034,1,0
3644,3278,1,2025-06-07 00:00:00,16,7,57,585,98,5036,1,0
3645,3278,2,2025-06-07 00:00:00,16,26,133,1179,98,5037,1,0
3646,3279,1,2022-02-14 00:00:00,16,5,76,713,19,5038,1,0
3647,3279,1,2022-04-12 00:00:00,16,5,76,713,19,5039,1,0
3648,3280,2,2022-09-18 00:00:00,16,22,52,549,97,5040,1,0
3649,3282,2,2025-06-23 00:00:00,16,5,73,689,20,5042,1,0
3650,3283,1,2022-10-07 00:00:00,16,22,88,824,82,5043,1,0
3651,3283,1,2022-10-04 00:00:00,16,22,88,825,82,5044,1,0
3652,3284,2,2025-03-26 00:00:00,16,5,73,687,19,5045,1,0
3653,3284,1,2025-03-21 00:00:00,16,5,73,691,19,5046,1,0
3654,3285,1,2024-12-26 00:00:00,16,3,104,955,14,5047,0,0
3655,3286,2,2024-11-01 20:03:25,16,13,123,1107,49,5048,1,0
3656,3288,1,2025-11-14 00:00:00,16,5,80,763,19,5050,1,0
3657,3288,1,2025-11-16 00:00:00,16,5,80,760,19,5051,1,0
3658,3289,1,2024-11-08 00:00:00,16,4,135,1193,23,5052,1,0
3659,3290,1,2023-04-07 00:00:00,16,31,201,1703,116,5053,1,0
3660,3291,1,2023-02-26 00:00:00,16,15,146,1273,60,5055,1,0
3661,3291,1,2023-02-26 00:00:00,16,5,98,914,60,5056,1,0
3662,3291,1,2023-02-26 00:00:00,16,15,146,1270,60,5057,1,0
3663,3291,1,2023-02-26 00:00:00,16,15,146,1272,60,5058,1,0
3664,3292,1,2026-01-08 00:00:00,16,11,101,929,97,5060,1,0
3665,3293,1,2026-07-09 00:00:00,16,22,89,835,83,5061,1,0
3666,3294,1,2023-03-26 06:35:33,16,5,77,724,21,5062,1,0
3667,3295,1,2021-01-14 00:00:00,16,13,123,1106,51,5063,1,0
3668,3296,2,2025-06-26 00:00:00,16,17,111,1005,66,5064,1,0
3669,3296,1,2025-06-26 00:00:00,16,17,111,1006,66,5065,1,0
3670,3296,1,2025-06-26 00:00:00,16,17,111,1013,66,5066,1,0
3671,3296,1,2025-06-26 00:00:00,16,17,111,1010,69,5067,1,0
3672,3297,1,2023-10-05 05:13:46,16,3,108,989,11,5068,1,0
3673,3298,1,2023-05-29 00:00:00,16,20,193,1637,76,5069,1,0
3674,3298,2,2023-05-31 00:00:00,16,20,193,1637,76,5070,1,0
3675,3298,1,2023-05-30 00:00:00,16,20,193,1635,76,5071,1,0
3676,3299,1,2024-06-23 00:00:00,16,17,111,1008,64,5072,1,0
3677,3300,2,2023-08-09 00:15:01,16,17,110,1002,64,5074,1,0
3678,3304,1,2023-05-16 00:00:00,16,3,103,951,11,5077,1,0
3679,3305,1,2024-10-08 00:00:00,16,11,101,930,43,5078,1,0
3680,3305,1,2024-10-06 00:00:00,16,11,101,932,42,5079,1,0
3681,3306,1,2022-03-16 00:00:00,16,25,143,1253,96,5080,0,0
3682,3307,2,2022-04-16 00:00:00,16,3,106,972,15,5081,1,0
3683,3308,1,2022-09-12 00:00:00,16,12,141,1232,48,5082,1,0
3684,3309,1,2021-03-27 00:00:00,16,13,123,1106,50,5083,1,0
3685,3310,1,2023-05-23 00:00:00,16,13,123,1105,50,5084,1,0
3686,3310,1,2023-05-27 00:00:00,16,13,123,1105,50,5085,1,0
3687,3310,2,2023-05-23 00:00:00,16,13,123,1105,50,5086,1,0
3688,3311,1,2023-04-28 00:00:00,16,31,167,1426,41,5087,1,0
3689,3311,1,2023-05-01 00:00:00,16,11,96,887,41,5088,1,0
3690,3311,1,2023-04-25 00:00:00,16,11,96,894,41,5089,1,0
3691,3311,1,2023-05-05 00:00:00,16,11,96,897,41,5090,1,0
3692,3311,2,2023-04-24 00:00:00,16,11,96,892,40,5091,0,0
3693,3311,1,2023-05-10 00:00:00,16,11,96,897,41,5092,1,0
3694,3311,1,2023-04-28 00:00:00,16,31,61,608,115,5094,1,0
3695,3312,1,2026-06-21 00:00:00,16,3,104,961,12,5095,1,0
3696,3312,1,2026-07-02 00:00:00,16,3,104,956,12,5096,1,0
3697,3313,1,2021-08-10 00:00:00,16,3,104,961,11,5097,1,0
3698,3313,1,2021-08-10 00:00:00,16,3,104,956,12,5098,1,0
3699,3316,1,2024-04-02 08:42:44,16,22,90,842,84,5099,1,0
3700,3317,1,2022-08-16 00:00:00,16,26,130,1156,97,5100,1,0
3701,3318,1,2024-10-29 00:00:00,16,11,97,903,42,5101,1,0
3702,3318,1,2024-10-28 00:00:00,16,11,97,899,42,5102,1,0
3703,3319,1,2022-08-05 01:57:48,16,13,120,1075,49,5104,1,0
3704,3320,1,2024-04-16 00:00:00,16,13,125,1116,49,5105,1,0
3705,3321,1,2022-05-21 00:00:00,16,3,104,963,10,5106,1,0
3706,3321,1,2022-05-14 00:00:00,16,3,104,963,10,5107,1,0
3707,3321,1,2022-07-22 00:00:00,16,3,104,958,10,5108,0,0
3708,3321,1,2022-05-24 00:00:00,16,3,104,956,10,5109,0,0
3709,3321,2,2022-05-14 00:00:00,16,3,104,957,10,5110,1,0
3710,3321,1,2022-05-17 00:00:00,16,3,104,955,10,5111,1,0
3711,3324,2,2021-02-21 00:00:00,16,17,115,1044,66,5115,1,0
3712,3325,1,2022-11-24 00:00:00,16,26,130,1161,98,5116,1,0
3713,3325,1,2022-11-28 00:00:00,16,26,130,1161,98,5117,1,0
3714,3325,1,2022-11-27 00:00:00,16,26,130,1160,98,5118,1,0
3715,3325,1,2022-11-23 00:00:00,16,26,130,1160,98,5119,1,0
3716,3325,1,2022-11-30 00:00:00,16,26,130,1156,98,5120,1,0
3717,3325,1,2022-11-25 00:00:00,16,26,130,1163,98,5123,1,0
3718,3326,1,2021-11-08 00:00:00,16,26,131,1171,97,5124,1,0
3719,3326,1,2021-11-08 00:00:00,16,26,131,1168,97,5125,1,0
3720,3327,1,2026-05-27 00:00:00,16,5,73,688,21,5126,1,0
3721,3328,2,2023-06-28 00:00:00,16,11,97,898,40,5127,1,0
3722,3329,1,2023-08-05 01:52:30,16,26,129,1147,97,5128,1,0
3723,3329,1,2023-08-05 01:52:30,16,26,129,1155,97,5129,1,0
3724,3330,2,2022-09-23 00:00:00,16,26,130,1167,97,5130,1,0
3725,3331,1,2025-02-11 00:00:00,16,3,109,992,12,5131,1,0
3726,3332,1,2021-08-02 00:00:00,16,12,91,853,47,5134,1,0
3727,3335,1,2024-05-01 00:00:00,16,12,139,1221,48,5137,1,0
3728,3335,2,2024-05-02 00:00:00,16,12,139,1220,48,5138,1,0
3729,3338,1,2025-07-09 00:00:00,16,14,173,1467,50,5144,1,0
3730,3339,2,2023-09-23 00:00:00,16,22,91,852,87,5145,1,0
3731,3340,1,2021-03-09 00:00:00,16,29,111,1010,111,5148,1,0
3732,3340,2,2021-02-13 00:00:00,16,5,74,696,21,5149,1,0
3733,3341,2,2025-02-01 00:00:00,16,24,195,1654,91,5150,1,0
3734,3342,1,2023-06-17 05:23:52,16,17,115,1045,65,5152,1,0
3735,3343,1,2022-01-10 00:00:00,16,17,117,1054,66,5153,1,0
3736,3343,1,2022-01-10 00:00:00,16,17,117,1053,66,5154,1,0
3737,3343,1,2022-01-10 00:00:00,16,17,117,1055,66,5155,0,0
3738,3343,1,2022-01-10 00:00:00,16,17,117,1053,66,5156,1,0
3739,3344,1,2021-06-03 00:00:00,16,5,81,772,21,5157,1,0
3740,3346,1,2026-06-28 12:08:16,16,21,187,1582,45,5159,1,0
3741,3347,2,2023-03-16 00:00:00,16,26,127,1132,99,5160,1,1
3742,3347,1,2023-03-16 00:00:00,16,26,127,1127,100,5161,1,0
3743,3347,1,2023-03-16 00:00:00,16,15,103,946,99,5162,1,0
3744,3348,1,2025-09-01 00:00:00,16,27,173,1470,104,5163,1,0
3745,3348,1,2025-09-19 00:00:00,16,27,173,1469,104,5164,0,0
3746,3349,1,2026-05-19 00:00:00,16,26,129,1151,98,5165,1,0
3747,3351,1,2024-09-04 00:00:00,16,12,138,1216,48,5167,1,0
3748,3353,1,2021-02-15 00:00:00,16,11,97,898,40,5170,1,0
3749,3354,1,2021-10-16 00:00:00,16,11,95,881,42,5172,1,0
3750,3354,1,2021-10-15 00:00:00,16,11,95,878,42,5173,1,0
3751,3356,1,2024-08-16 23:47:25,16,5,76,713,21,5177,1,0
3752,3358,2,2024-09-07 00:00:00,16,17,110,996,65,5180,1,0
3753,3359,2,2021-10-11 00:00:00,16,11,101,931,40,5183,1,0
3754,3360,1,2023-06-19 00:00:00,16,25,143,1253,96,5185,1,0
3755,3361,1,2022-01-27 00:00:00,16,5,76,723,122,5186,1,0
3756,3362,1,2024-04-27 00:00:00,16,22,93,862,83,5188,0,0
3757,3363,1,2022-02-07 00:00:00,16,22,90,847,87,5189,1,0
3758,3363,1,2022-02-05 00:00:00,16,11,87,814,82,5190,1,0
3759,3363,2,2022-02-05 00:00:00,16,22,90,843,82,5191,0,0
3760,3364,2,2022-01-24 13:09:11,16,11,95,881,40,5192,1,0
3761,3365,1,2026-04-22 00:00:00,16,3,102,936,10,5193,1,0
3762,3370,1,2023-03-11 00:00:00,16,11,101,932,40,5199,1,0
3763,3371,1,2025-12-18 00:00:00,16,14,107,985,55,5201,1,0
3764,3372,1,2023-04-10 19:39:59,16,18,189,1605,70,5202,0,0
3765,3374,1,2023-09-22 00:00:00,16,3,105,965,12,5203,1,0
3766,3374,1,2023-09-22 00:00:00,16,3,105,969,12,5204,1,0
3767,3375,1,2025-01-01 00:00:00,16,26,131,1169,98,5205,1,0
3768,3376,1,2024-11-16 00:00:00,16,5,82,779,20,5207,1,0
3769,3377,1,2025-09-24 00:00:00,16,22,92,859,84,5208,0,0
3770,3377,1,2025-08-31 00:00:00,16,22,92,859,84,5209,1,0
3771,3379,1,2025-11-04 00:00:00,16,17,116,1048,64,5213,1,0
3772,3380,2,2026-06-07 00:00:00,16,11,97,906,40,5214,1,0
3773,3380,1,2026-06-06 00:00:00,16,11,97,899,45,5215,0,0
3774,3383,1,2021-08-30 00:00:00,16,3,102,934,10,5217,1,0
3775,3384,1,2025-06-21 00:00:00,16,26,129,1146,97,5218,0,1
3776,3385,1,2024-10-02 11:30:59,16,17,111,1012,64,5219,1,0
3777,3386,1,2026-01-14 00:00:00,16,5,81,772,118,5222,1,0
3778,3387,1,2022-11-22 00:00:00,16,13,90,841,21,5225,1,0
3779,3387,2,2022-11-21 00:00:00,16,5,77,732,21,5228,1,0
3780,3387,1,2022-12-14 00:00:00,16,5,77,732,21,5230,1,0
3781,3388,1,2024-11-04 00:00:00,16,3,103,950,11,5231,1,0
3782,3389,1,2023-06-21 00:00:00,16,5,76,723,122,5232,1,0
3783,3391,1,2026-01-18 00:00:00,16,2,137,1206,5,5236,1,0
3784,3391,1,2026-01-19 00:00:00,16,8,21,234,5,5237,1,0
3785,3391,1,2026-01-17 00:00:00,16,2,137,1204,4,5238,1,0
3786,3392,1,2025-05-02 00:00:00,16,13,120,1078,52,5239,1,0
3787,3393,1,2024-09-25 00:00:00,16,24,194,1645,91,5240,1,0
3788,3394,2,2025-04-11 23:51:15,16,17,110,1002,64,5241,1,0
3789,3394,1,2025-04-11 23:51:15,16,17,110,997,64,5243,1,0
3790,3394,1,2025-04-11 23:51:15,16,17,110,1002,68,5244,1,0
3791,3394,1,2025-04-11 23:51:15,16,17,110,999,64,5245,1,0
3792,3394,1,2025-04-11 23:51:15,16,17,110,1004,64,5246,1,0
3793,3394,1,2025-04-11 23:51:15,16,17,110,1002,64,5247,1,0
3794,3395,1,2026-01-16 00:00:00,16,3,109,992,14,5249,1,0
3795,3395,2,2026-01-21 00:00:00,16,3,109,993,12,5251,1,0
3796,3396,1,2025-07-03 00:00:00,16,13,118,1063,49,5252,1,0
3797,3396,1,2025-07-04 00:00:00,16,31,63,624,49,5253,1,0
3798,3397,1,2021-09-02 00:00:00,16,11,97,902,41,5255,1,0
3799,3399,2,2021-11-04 00:00:00,16,23,163,1399,90,5256,1,0
3800,3402,1,2025-07-10 00:00:00,16,17,115,1045,64,5260,1,0
3801,3403,2,2023-06-11 00:00:00,16,13,118,1057,51,5262,1,0
3802,3404,1,2021-06-17 00:00:00,16,13,123,1104,51,5263,1,0
3803,3405,1,2024-10-21 00:00:00,16,22,88,827,83,5264,1,0
3804,3407,1,2025-02-21 00:00:00,16,5,83,786,21,5265,1,0
3805,3409,1,2022-06-30 00:00:00,16,5,80,763,19,5266,1,0
3806,3410,1,2022-07-15 00:00:00,16,2,134,1182,6,5267,1,0
3807,3412,1,2026-04-13 00:00:00,16,5,85,796,24,5269,1,0
3808,3412,2,2026-04-16 00:00:00,16,5,85,797,23,5272,1,0
3809,3412,2,2026-05-07 00:00:00,16,5,85,798,22,5273,1,0
3810,3412,1,2026-04-12 00:00:00,16,5,85,796,19,5274,1,0
3811,3412,1,2026-04-12 00:00:00,16,5,85,795,19,5275,1,0
3812,3413,2,2025-02-01 00:00:00,16,13,125,1116,49,5277,1,0
3813,3414,1,2024-05-28 20:49:57,16,5,78,742,21,5278,1,0
3814,3415,1,2022-07-29 00:00:00,16,21,151,1314,79,5279,0,0
3815,3415,1,2022-08-03 00:00:00,16,21,151,1315,79,5281,1,0
3816,3415,1,2022-07-24 00:00:00,16,21,151,1314,79,5282,1,0
3817,3416,1,2021-12-07 00:00:00,16,5,84,793,21,5283,1,0
3818,3417,1,2025-10-11 00:00:00,16,22,92,856,83,5284,1,0
3819,3419,1,2022-03-17 16:04:56,16,13,123,1105,51,5286,1,0
3820,3421,1,2023-12-01 00:00:00,16,23,162,1393,90,5287,1,0
3821,3423,1,2022-09-18 00:00:00,16,13,125,1113,49,5288,1,0
3822,3423,1,2022-09-14 00:00:00,16,13,125,1113,49,5289,1,0
3823,3425,2,2022-02-03 10:09:42,16,13,118,1060,54,5290,1,0
3824,3426,2,2024-06-23 00:00:00,16,17,14,143,67,5291,1,0
3825,3426,1,2024-06-28 00:00:00,16,26,131,1170,99,5292,1,0
3826,3427,1,2026-04-02 14:05:28,16,17,115,1046,65,5293,1,0
3827,3428,1,2025-02-17 00:00:00,16,6,200,1697,27,5295,1,0
3828,3429,1,2022-05-15 00:00:00,16,26,127,1126,99,5296,1,0
3829,3430,1,2025-05-18 00:00:00,16,3,104,955,12,5297,0,0
3830,3430,1,2025-05-22 00:00:00,16,3,104,963,12,5298,1,0
3831,3433,1,2021-08-06 00:00:00,16,11,101,933,40,5301,1,0
3832,3433,1,2021-07-31 00:00:00,16,11,101,932,40,5302,1,0
3833,3436,2,2022-11-16 00:00:00,16,3,108,989,11,5303,1,0
3834,3436,2,2022-11-16 00:00:00,16,10,93,862,11,5304,1,0
3835,3438,1,2021-12-20 00:00:00,16,22,92,857,84,5306,1,0
3836,3442,2,2022-08-21 00:00:00,16,11,96,897,40,5308,0,0
3837,3444,2,2025-12-24 00:00:00,16,14,66,641,56,5310,1,0
3838,3445,1,2023-11-26 15:17:39,16,26,129,1155,98,5311,0,0
3839,3446,2,2023-08-30 00:00:00,16,11,97,899,40,5312,1,0
3840,3446,1,2023-08-19 00:00:00,16,16,43,488,40,5314,1,0
3841,3446,1,2023-08-21 00:00:00,16,11,97,904,40,5315,0,0
3842,3446,1,2023-08-27 00:00:00,16,11,97,901,40,5319,1,0
3843,3447,2,2021-10-19 01:51:31,16,11,97,899,42,5322,0,1
3844,3447,1,2021-10-19 00:00:00,16,11,97,899,41,5323,1,0
3845,3447,1,2021-10-19 00:00:00,16,11,97,907,42,5324,1,0
3846,3447,2,2021-11-01 00:00:00,16,11,97,907,42,5326,1,0
3847,3448,1,2026-04-08 00:00:00,16,13,125,1115,52,5328,1,0
3848,3449,1,2021-09-29 00:00:00,16,9,183,1548,36,5329,1,0
3849,3451,1,2024-08-12 00:00:00,16,22,89,834,82,5332,1,0
3850,3451,2,2024-08-12 00:00:00,16,22,89,830,82,5333,1,0
3851,3451,1,2024-08-09 00:00:00,16,22,89,833,82,5334,1,0
3852,3452,1,2026-06-10 00:00:00,16,22,89,832,83,5335,1,0
3853,3453,1,2024-02-13 00:00:00,16,5,81,774,19,5336,1,0
3854,3453,1,2024-02-13 00:00:00,16,5,81,775,19,5337,1,0
3855,3453,1,2024-02-13 00:00:00,16,5,81,768,19,5338,1,0
3856,3453,1,2024-02-13 00:00:00,16,31,93,862,19,5339,1,0
3857,3453,1,2024-02-13 00:00:00,16,5,81,767,19,5341,1,0
3858,3453,1,2024-02-13 00:00:00,16,5,81,775,19,5342,1,0
3859,3454,2,2023-03-29 00:00:00,16,3,41,474,10,5343,1,0
3860,3455,2,2025-12-10 00:00:00,16,13,121,1085,49,5344,1,0
3861,3456,1,2021-07-25 00:00:00,16,11,97,903,40,5346,1,0
3862,3456,1,2021-07-20 00:00:00,16,11,97,898,40,5347,1,1
3863,3456,1,2021-07-19 00:00:00,16,11,97,905,40,5348,1,0
3864,3457,1,2024-03-08 00:00:00,16,3,105,971,10,5350,1,0
3865,3457,1,2024-03-10 00:00:00,16,3,105,966,10,5351,1,0
3866,3457,1,2024-03-10 00:00:00,16,3,105,970,10,5352,1,0
3867,3457,1,2024-03-09 00:00:00,16,3,105,969,10,5353,1,0
3868,3458,1,2023-03-21 00:00:00,16,20,30,360,12,5354,1,0
3869,3458,1,2023-03-21 00:00:00,16,3,104,961,12,5355,1,0
3870,3459,1,2026-01-23 00:00:00,16,22,89,832,84,5356,1,1
3871,3460,1,2022-08-23 00:00:00,16,5,78,733,119,5357,1,0
3872,3460,2,2022-08-27 00:00:00,16,5,78,740,20,5358,1,0
3873,3460,1,2022-08-23 00:00:00,16,5,78,735,20,5359,1,0
3874,3460,1,2022-08-21 00:00:00,16,5,78,734,20,5360,1,0
3875,3462,1,2021-07-04 00:00:00,16,17,111,1011,64,5363,1,0
3876,3462,1,2021-06-24 00:00:00,16,17,111,1013,64,5364,1,0
3877,3463,1,2025-04-14 00:00:00,16,11,94,872,42,5366,1,0
3878,3464,1,2024-05-29 00:00:00,16,27,173,1470,104,5367,0,0
3879,3466,2,2026-04-17 00:00:00,16,1,174,1475,2,5369,1,0
3880,3466,1,2026-04-12 00:00:00,16,1,174,1474,2,5370,1,0
3881,3467,1,2022-07-07 14:59:10,16,5,84,792,21,5372,1,0
3882,3468,1,2024-03-21 00:00:00,16,26,129,1148,97,5373,1,0
3883,3468,1,2024-03-21 00:00:00,16,26,129,1153,97,5374,0,0
3884,3468,2,2024-03-21 00:00:00,16,26,129,1151,97,5375,1,0
3885,3470,1,2023-04-08 00:00:00,16,11,197,1674,83,5376,1,1
3886,3470,1,2023-04-04 00:00:00,16,22,92,860,83,5377,1,0
3887,3472,1,2025-03-10 00:00:00,16,5,80,758,21,5379,1,0
3888,3474,1,2024-11-22 00:00:00,16,26,130,1160,98,5381,1,0
3889,3474,1,2024-10-28 00:00:00,16,26,130,1157,97,5382,1,0
3890,3475,1,2025-06-30 15:39:16,16,17,114,1038,67,5383,1,0
3891,3476,1,2024-07-06 00:00:00,16,11,97,905,41,5384,1,0
3892,3477,1,2026-01-25 00:00:00,16,3,106,977,12,5385,1,0
3893,3478,1,2026-02-16 00:00:00,16,26,128,1142,98,5386,1,0
3894,3479,1,2026-02-26 11:26:00,16,28,197,1672,107,5387,1,0
3895,3480,1,2025-09-10 00:00:00,16,22,89,832,87,5389,1,0
3896,3481,1,2024-12-08 00:00:00,16,22,92,860,82,5390,1,0
3897,3482,1,2024-09-07 00:00:00,16,25,15,153,82,5391,1,0
3898,3484,1,2024-08-01 00:00:00,16,26,132,1176,99,5393,1,0
3899,3486,1,2022-12-20 00:00:00,16,3,104,959,14,5395,1,0
3900,3488,1,2023-10-14 00:00:00,16,27,172,1464,103,5396,1,0
3901,3490,1,2024-08-06 00:00:00,16,26,130,1160,97,5400,0,0
3902,3490,2,2024-07-16 00:00:00,16,26,130,1157,97,5401,1,0
3903,3491,2,2023-04-11 00:00:00,16,5,78,737,19,5403,1,0
3904,3491,1,2023-04-07 00:00:00,16,5,78,738,19,5404,1,0
3905,3491,1,2023-04-06 00:00:00,16,5,78,741,19,5405,1,0
3906,3491,1,2023-04-18 00:00:00,16,5,78,742,19,5406,0,1
3907,3491,1,2023-04-04 08:52:29,16,5,78,734,22,5407,1,0
3908,3491,1,2023-04-12 00:00:00,16,5,78,735,19,5408,1,0
3909,3492,1,2024-11-14 09:31:08,16,22,90,850,82,5409,1,0
3910,3493,1,2023-10-19 00:00:00,16,17,111,1013,65,5411,1,0
3911,3494,1,2024-06-29 00:00:00,16,10,167,1425,37,5413,1,0
3912,3495,1,2023-11-17 00:00:00,16,18,37,446,64,5414,1,0
3913,3497,1,2026-04-03 00:00:00,16,26,131,1169,98,5419,1,0
3914,3498,1,2025-09-24 00:00:00,16,26,128,1134,99,5420,1,0
3915,3500,2,2021-10-11 00:00:00,16,3,105,966,10,5421,1,0
3916,3500,1,2021-10-20 00:00:00,16,3,105,967,10,5422,1,0
3917,3501,1,2022-07-11 00:00:00,16,17,111,1007,65,5423,1,0
3918,3502,1,2025-06-15 00:00:00,16,13,123,1105,49,5424,1,0
3919,3502,1,2025-06-12 00:00:00,16,13,123,1104,49,5425,1,0
3920,3502,1,2025-06-13 00:00:00,16,13,123,1107,49,5426,1,0
3921,3502,1,2025-06-09 00:00:00,16,13,123,1108,49,5427,1,0
3922,3504,1,2022-12-17 12:52:27,16,8,180,1526,31,5429,1,0
3923,3504,1,2022-12-17 12:52:27,16,8,180,1525,31,5430,1,0
3924,3506,1,2025-03-26 00:00:00,16,11,98,909,40,5433,1,0
3925,3506,1,2025-03-20 00:00:00,16,11,98,913,40,5434,1,0
3926,3507,2,2025-02-09 00:00:00,16,26,132,1174,97,5435,1,0
3927,3509,1,2022-01-17 00:00:00,16,6,159,1374,26,5437,1,0
3928,3509,1,2022-01-17 00:00:00,16,6,159,1374,25,5438,1,0
3929,3510,1,2021-07-27 00:00:00,16,24,195,1656,93,5439,1,0
3930,3511,2,2023-05-10 10:32:04,16,1,196,1658,44,5440,1,0
3931,3511,1,2023-05-10 10:32:04,16,11,95,881,41,5441,1,0
3932,3511,1,2023-05-10 10:32:04,16,11,95,881,44,5442,1,0
3933,3512,1,2025-05-12 00:00:00,16,2,136,1198,8,5443,1,1
3934,3513,1,2024-06-10 00:00:00,16,17,112,1015,65,5444,1,0
3935,3513,1,2024-06-09 00:00:00,16,17,112,1022,65,5445,1,0
3936,3513,2,2024-06-10 00:00:00,16,17,112,1019,65,5446,1,0
3937,3514,1,2024-09-19 00:00:00,16,5,75,704,21,5447,1,0
3938,3515,1,2023-07-08 16:40:51,16,11,97,900,42,5448,1,0
3939,3516,1,2021-08-07 00:00:00,16,13,120,1074,54,5449,1,0
3940,3517,1,2022-02-27 00:00:00,16,5,79,755,20,5450,1,0
3941,3518,1,2025-02-11 00:00:00,16,26,130,1164,99,5453,0,0
3942,3518,1,2025-02-12 00:00:00,16,26,130,1163,99,5454,1,0
3943,3519,1,2023-04-16 00:00:00,16,5,75,706,19,5455,1,0
3944,3519,2,2023-04-16 00:00:00,16,5,75,707,19,5456,1,0
3945,3519,1,2023-04-20 00:00:00,16,5,75,707,19,5457,0,0
3946,3520,1,2023-03-14 21:15:46,16,17,117,1054,66,5458,1,0
3947,3522,1,2022-11-03 00:00:00,16,13,119,1068,50,5460,1,0
3948,3522,1,2022-11-03 00:00:00,16,13,119,1065,50,5461,1,0
3949,3522,1,2022-11-03 00:00:00,16,13,119,1071,50,5462,1,0
3950,3522,2,2022-11-03 00:00:00,16,13,119,1069,50,5463,1,0
3951,3522,1,2022-11-03 00:00:00,16,10,14,143,50,5464,0,0
3952,3523,1,2024-03-07 00:00:00,16,11,97,903,41,5465,1,0
3953,3524,1,2025-12-12 00:00:00,16,26,131,1169,98,5466,1,0
3954,3525,1,2025-07-17 00:00:00,16,17,116,1052,65,5469,1,0
3955,3526,1,2023-09-15 00:00:00,16,3,103,945,13,5470,1,0
3956,3529,2,2025-05-19 00:00:00,16,3,106,978,11,5471,1,0
3957,3531,2,2022-10-26 00:00:00,16,17,115,1044,64,5473,1,0
3958,3532,1,2022-10-21 00:00:00,16,22,91,853,82,5474,1,0
3959,3535,1,2023-03-16 00:00:00,16,22,88,823,84,5478,1,1
3960,3535,1,2023-03-16 00:00:00,16,22,88,823,84,5479,1,0
3961,3535,1,2023-03-16 00:00:00,16,22,88,822,84,5480,1,0
3962,3537,2,2021-05-09 00:00:00,16,3,104,960,10,5481,1,0
3963,3539,1,2021-12-01 00:00:00,16,26,132,1172,98,5483,1,0
3964,3541,1,2026-01-19 00:00:00,16,22,88,822,83,5485,1,0
3965,3542,1,2024-07-27 00:00:00,16,8,190,1610,11,5486,1,0
3966,3542,1,2024-07-28 00:00:00,16,3,105,965,11,5487,1,0
